no_test,id,fakultas,pekerjaan_ayah,pekerjaan_ibu,pendapatan_class,penghasilan_ayah,penghasilan_ibu,kepemilikan_rumah,koreksi_pengeluaran_mhs_iuran_sekolah,kendaraan,sekolah,listrik,keberadaan_orangtua,pajak,ukt_rev
231710051366,1648,4,9,6,8,4699300,4600000,7,0,6,4,2,2.0,2500000.0,8
231710051383,2598,2,0,2,2,0,1500000,4,75000,3,2,1,1.0,200000.0,3
231710051386,2646,4,6,1,7,6500000,0,7,0,6,1,2,2.0,2150000.0,8
231710051387,2776,4,7,1,6,2500000,0,4,150000,3,4,2,2.0,135000.0,6
231710051410,2895,7,9,1,3,5092900,0,7,0,3,1,3,2.0,230000.0,4
231710051410,2895,7,9,1,3,5092900,0,7,0,3,1,3,2.0,230000.0,4
231710051432,2374,10,9,9,8,8000000,8000000,8,200000,3,5,3,2.0,3025000.0,8
231710051444,4494,2,7,5,4,2000000,1800000,4,222000,4,3,3,2.0,0.0,3
231710060027,2719,2,0,7,5,0,3000000,7,0,3,1,2,1.0,200000.0,4
231710060028,4559,4,3,1,1,2000000,0,2,75000,3,2,1,2.0,120000.0,2
231710060034,3404,8,7,9,8,2000000,3000000,4,0,3,1,1,2.0,200000.0,6
231710060038,1646,4,6,1,3,3666061,0,4,1200000,3,5,3,2.0,173000.0,6
231710060091,3980,9,6,1,8,4536218,0,5,1400000,3,5,3,2.0,200000.0,7
231710060092,2559,7,7,1,8,12000000,0,7,450000,6,4,2,2.0,2160000.0,8
231710060100,1204,4,9,9,8,4829700,4000000,5,185000,6,3,3,2.0,1915250.0,8
231710060116,2375,10,9,5,8,6294500,25000000,7,550000,7,5,4,2.0,2200000.0,8
231710060137,2250,2,3,1,1,1000000,0,2,350000,3,4,2,2.0,300000.0,3
231710060139,4992,6,2,1,1,500000,0,2,50000,3,3,2,2.0,0.0,2
231710060162,2772,4,2,1,1,1500000,0,2,0,3,1,1,2.0,1250000.0,2
231710060173,3457,2,2,1,3,1500000,0,3,166,3,2,2,2.0,300.0,3
231710060178,2377,10,1,1,2,3840000,0,1,300000,3,4,3,2.0,0.0,4
231710060179,4886,4,1,1,1,1000000,0,2,0,3,1,2,2.0,0.0,2
231710060181,3095,7,0,1,1,0,1000000,1,0,3,1,1,1.0,0.0,1
231710060190,2828,2,6,1,7,2700000,0,4,150000,3,3,3,2.0,300000.0,6
231710060229,1939,4,6,9,8,3000000,4000000,7,110000,6,3,2,2.0,2510500.0,8
231710060237,3874,3,6,1,8,15026445,0,1,850000,1,5,5,2.0,0.0,8
231710060254,2647,4,9,9,8,4702400,4800000,7,150000,3,3,3,2.0,2500000.0,8
231710060267,1231,4,2,5,2,1300000,0,1,0,1,1,1,2.0,0.0,2
231710060272,1213,4,1,9,8,0,4898000,7,450000,4,4,3,2.0,2700000.0,7
231710060284,4892,3,7,1,8,6000000,0,5,350000,4,4,3,2.0,230000.0,6
231710060309,4960,4,1,1,1,0,800000,2,50000,3,1,1,2.0,0.0,1
231710060310,4962,4,1,1,8,3000000,0,7,250000,3,3,3,2.0,150000.0,5
231710060311,3726,9,7,1,3,3000000,0,7,150000,3,1,2,2.0,146000.0,4
231710060321,4744,4,2,3,3,500000,2500000,1,0,3,3,2,2.0,275.0,3
231710060340,4506,7,1,1,2,1000000,0,1,75000,4,2,2,2.0,200000.0,2
231710060368,2721,2,9,9,8,5000000,4000000,7,285000,4,4,3,2.0,300000.0,7
231710060400,2795,4,2,1,1,1,0,2,0,1,3,1,2.0,0.0,2
231710060402,4701,1,1,1,2,2000000,0,1,110000,3,3,1,2.0,1720000.0,2
231710060423,3119,2,7,9,8,2000000,4000000,7,0,4,1,3,2.0,300000.0,6
231710060427,4508,8,1,1,1,1500000,0,1,300000,3,4,2,2.0,149000.0,2
231710060439,4600,7,0,3,2,0,3000000,4,250000,3,4,1,1.0,300000.0,3
231710060461,1374,8,7,6,8,3000000,4754000,5,300000,6,4,2,2.0,1200000.0,7
231710060465,4510,8,1,0,2,2500000,0,4,75000,3,2,3,1.0,0.0,2
231710060471,2379,10,6,1,8,4299952,0,5,450000,3,4,4,2.0,215000.0,7
231710060475,1207,4,9,9,8,4778700,5756100,6,222222,7,4,3,2.0,2600000.0,8
231710060504,3458,2,6,1,6,3500000,0,5,330000,3,4,3,2.0,180000.0,6
231710060542,2009,5,9,9,8,5014864,7023935,7,250000,3,4,3,2.0,250000.0,8
231710060545,2705,4,6,1,8,11229000,0,5,512500,3,5,2,2.0,150000.0,8
231710060560,1479,5,9,5,8,6000000,12000000,8,450000,6,5,5,2.0,4660000.0,8
231710060576,1783,5,9,8,8,24156300,20000000,8,450000,7,4,5,2.0,1715000.0,8
231710060624,3237,2,7,1,2,1500000,0,3,100000,3,3,2,2.0,0.0,3
231710060625,2251,2,9,9,8,5617600,4478300,7,0,6,4,2,2.0,2169250.0,8
231710060632,2383,10,9,9,8,5183000,4483000,6,1000000,4,4,2,2.0,500000.0,8
231710060636,3963,3,6,9,8,19000000,4000000,7,500000,8,4,4,2.0,5000000.0,8
231710060636,3963,3,6,9,8,19000000,4000000,7,500000,8,4,4,2.0,5000000.0,8
231710060641,2010,5,9,1,8,7589300,0,5,0,8,1,3,2.0,1750000.0,8
231710060661,2385,10,7,1,5,5000000,0,8,450000,3,4,3,2.0,193000.0,7
231710060707,1641,4,2,1,2,1500000,0,3,0,3,1,2,2.0,0.0,3
231710060714,2072,4,9,1,8,6547150,0,7,250000,6,3,2,2.0,2450000.0,8
231710060738,2389,10,5,1,5,3115051,0,5,450000,4,4,3,2.0,650000.0,6
231710060747,4522,7,7,1,5,3000000,0,4,300000,3,4,3,2.0,171500.0,3
231710060841,1434,8,9,9,8,5000000,4000000,4,0,3,3,2,2.0,1443000.0,8
231710060853,2579,6,6,1,5,1030545,0,4,110000,3,4,2,2.0,183500.0,3
231710060879,3584,9,0,7,3,0,2000000,3,0,3,1,2,1.0,309.0,3
231710060886,4051,4,1,9,5,0,5246100,2,75000,3,3,2,2.0,196000.0,4
231710060947,3043,1,1,1,7,4000000,0,7,300000,6,4,3,2.0,1950000.0,7
231710060951,1476,4,6,6,4,3500000,1500000,5,1200000,6,5,3,2.0,1615200.0,8
231710060952,2601,2,6,1,8,12895000,0,1,405000,4,4,2,2.0,200000.0,6
231710060962,1785,5,9,1,6,5000000,0,7,200000,3,3,2,2.0,250000.0,7
231710060976,3205,7,9,9,8,5174800,3842300,4,100000,3,4,2,2.0,180000.0,6
231710061014,1632,7,6,1,8,9646907,0,5,688000,3,5,3,2.0,148500.0,7
231710061031,2516,6,7,7,2,1000000,2000000,5,0,3,1,4,2.0,1460000.0,3
231710061041,4283,9,1,5,3,1500000,500000,1,200000,3,3,3,2.0,500000.0,3
231710061059,4705,4,2,1,2,1500000,0,3,0,4,2,2,2.0,105000.0,3
231710061096,2897,7,9,9,8,4000000,5000000,7,0,8,1,3,2.0,35121.0,8
231710061100,4963,4,7,1,1,2000000,0,4,0,3,4,2,2.0,225000.0,2
231710061100,4963,4,7,1,1,2000000,0,4,0,3,4,2,2.0,225000.0,2
231710061135,3588,9,6,6,8,4559600,3644800,5,0,3,4,1,2.0,258000.0,7
231710061165,4774,4,2,1,1,1500000,0,3,0,3,2,2,2.0,0.0,2
231710061224,1844,4,6,1,8,41158346,0,8,1400000,8,5,5,2.0,10281000.0,8
231710061271,4896,5,1,5,6,0,1200000,1,125000,1,3,3,2.0,0.0,3
231710061325,2606,2,9,1,6,4739700,0,5,110000,3,3,2,2.0,250000.0,6
231710061371,2797,4,2,1,2,3000000,0,2,0,3,1,2,2.0,300000.0,3
231710061383,3865,3,9,9,8,4745000,3998900,1,1900000,7,5,3,2.0,3000000.0,8
231710061425,2390,10,1,9,8,3000000,4766800,5,0,3,1,2,2.0,2200000.0,7
231710061434,1520,5,7,1,8,15000000,0,8,1400000,8,5,2,2.0,10200000.0,8
231710070005,4182,4,2,1,1,800000,0,3,0,3,1,2,2.0,260000.0,2
231710070006,4176,4,3,1,2,2000000,0,5,0,3,1,2,2.0,0.0,2
231710070033,3879,3,1,1,6,3500000,0,4,0,3,1,4,2.0,200000.0,4
231710070093,4750,4,5,3,1,0,900000,1,60000,1,2,2,2.0,0.0,1
231710070112,2607,2,5,9,7,1500000,4008000,4,0,4,3,1,2.0,350000.0,6
231710070116,2447,6,7,1,8,7000000,0,5,550000,5,5,3,2.0,200000.0,8
231710070129,3209,7,6,6,8,2900000,4688900,7,0,4,1,2,2.0,520000.0,6
231710070133,3814,3,9,5,8,5887500,6169825,7,1375000,6,5,3,2.0,1469500.0,8
231710070146,4635,9,5,5,2,550000,500000,2,0,4,4,2,2.0,0.0,2
231710070149,4815,8,5,1,1,1000000,0,1,8333,1,1,2,2.0,0.0,1
231710070152,2392,10,9,5,8,4300000,10949380,7,925000,6,5,4,2.0,3100000.0,8
231710070169,3961,3,6,1,8,38000000,0,8,700000,4,5,4,2.0,6700000.0,8
231710070169,3961,3,6,1,8,38000000,0,8,700000,4,5,4,2.0,6700000.0,8
231710070209,4872,8,5,1,3,3000000,0,1,330000,3,4,2,2.0,162500.0,3
231710070210,2106,8,2,9,8,500000,5294300,3,110000,3,2,2,2.0,200000.0,6
231710070210,2106,8,2,9,8,500000,5294300,3,110000,3,2,2,2.0,200000.0,6
231710070223,4988,6,6,1,3,1535000,0,3,150000,3,3,3,2.0,250000.0,3
231710070231,1948,4,9,1,4,2750000,0,5,0,1,1,2,2.0,50000.0,4
231710070236,4601,9,1,1,1,2000000,0,1,150000,3,3,1,2.0,120000.0,2
231710070238,1873,7,7,1,6,3500000,0,6,480000,3,4,2,2.0,300000.0,6
231710070240,2905,2,3,1,5,2000000,0,4,0,3,1,2,2.0,178000.0,5
231710070240,2905,2,3,1,5,2000000,0,4,0,3,1,2,2.0,178000.0,5
231710070244,4965,4,1,1,1,1760000,0,1,100000,4,2,3,2.0,0.0,2
231710070264,4181,9,1,1,1,1500000,0,2,0,3,1,1,2.0,0.0,1
231710070282,4937,2,1,1,2,2000000,0,1,100000,3,2,2,2.0,275000.0,2
231710070304,3957,3,0,6,4,0,3500000,1,200000,3,3,4,1.0,182000.0,4
231710070311,1786,5,9,1,8,5887500,0,8,330000,4,4,3,2.0,400000.0,8
231710070317,1261,5,6,1,8,4800000,0,1,150000,3,3,3,1.0,474000.0,7
231710070324,2011,5,3,1,8,5000000,0,7,1200000,3,5,4,2.0,250000.0,8
231710070342,3126,2,9,1,8,6966000,0,1,0,4,4,3,2.0,600000.0,6
231710070342,3126,2,9,1,8,6966000,0,1,0,4,4,3,2.0,600000.0,6
231710070373,2394,10,9,9,8,12000000,16000000,8,550000,8,5,4,2.0,7500000.0,8
231710070375,3239,2,9,1,8,7500000,0,1,125000,7,3,3,2.0,2800000.0,6
231710070417,2523,10,1,1,4,2500000,0,4,200000,3,4,3,2.0,150000.0,5
231710070419,3973,9,6,9,8,4175000,4656100,7,450000,6,4,4,2.0,3000000.0,8
231710070419,3973,9,6,9,8,4175000,4656100,7,450000,6,4,4,2.0,3000000.0,8
231710070459,1262,5,0,9,8,1890000,8400000,8,400000,7,4,4,1.0,3400000.0,8
231710070460,4607,9,2,1,1,500000,0,1,0,3,2,2,2.0,0.0,1
231710070509,4224,8,5,1,1,1000000,0,3,0,3,4,2,2.0,0.0,2
231710070533,2921,9,2,1,1,1700000,0,2,0,3,3,1,2.0,150000.0,2
231710070537,1263,5,9,9,8,3767100,4618900,7,425000,7,4,2,2.0,2510000.0,8
231710070538,2675,4,6,1,1,1150000,0,5,150000,3,3,2,2.0,286000.0,3
231710070539,4268,4,5,5,1,1250000,750000,1,100000,3,3,2,2.0,180000.0,2
231710070543,2165,4,0,5,8,0,5700000,7,1300000,6,5,3,1.0,3047500.0,8
231710070557,4981,4,1,3,2,500000,1000000,3,8000,3,2,2,2.0,0.0,2
231710070560,1935,4,3,1,1,2500000,0,4,150000,4,3,2,2.0,400000.0,4
231710070569,4746,2,1,1,2,2500000,0,3,200000,3,3,2,2.0,184000.0,3
231710070607,3046,1,9,9,8,6258618,4503500,7,450000,7,4,3,2.0,4292000.0,8
231710070614,2609,2,6,1,8,4500000,0,5,100000,3,3,2,2.0,200000.0,6
231710070636,2120,8,9,1,7,6700000,0,7,450000,3,4,3,2.0,300000.0,7
231710070667,1638,7,6,1,6,4600000,0,5,4950000,6,4,4,2.0,2611500.0,7
231710070697,2899,7,6,6,8,10000000,10000000,8,500000,8,4,4,2.0,5982000.0,8
231710070700,3855,3,9,9,8,4500000,2900000,8,70000,6,2,3,2.0,2200000.0,8
231710070711,4901,4,7,1,1,500000,0,1,0,3,1,2,2.0,0.0,1
231710070727,3426,2,6,6,8,3675000,2593000,1,0,3,3,2,2.0,147000.0,6
231710070745,2254,2,7,1,5,3000000,0,4,0,3,1,3,2.0,150000.0,6
231710070772,2725,2,5,9,8,500000,4443800,3,300000,3,4,2,2.0,150000.0,6
231710070796,4503,4,1,1,1,1000000,0,3,100000,3,2,2,2.0,180000.0,2
231710070805,3406,8,9,1,8,10000000,0,7,0,6,1,5,2.0,3200000.0,8
231710070809,4606,7,1,1,3,2000000,0,2,550000,3,5,2,2.0,230000.0,3
231710070812,4526,7,7,1,6,2500000,0,4,0,3,1,2,2.0,230000.0,3
231710070829,4660,2,5,5,2,1000000,650000,2,0,4,1,1,2.0,600000.0,2
231710070834,2611,2,9,1,8,4474000,0,4,0,3,1,2,2.0,216500.0,6
231710070849,2525,10,6,1,8,14871900,0,7,0,4,1,3,2.0,400000.0,8
231710070854,3953,3,5,1,8,31814471,0,7,200000,6,3,4,2.0,2200000.0,8
231710070858,1443,8,9,8,8,5539600,1000000,4,0,3,1,2,2.0,140000.0,7
231710070864,4713,4,1,1,1,500000,500000,2,0,4,3,1,2.0,0.0,2
231710070866,2585,6,9,5,8,4356000,3236600,6,100000,6,2,2,2.0,2350000.0,8
231710070868,1931,4,9,5,8,4618900,2500000,8,0,6,5,2,2.0,2550000.0,8
231710070884,1483,5,1,1,8,3050000,0,3,200000,4,3,3,2.0,364500.0,6
231710070888,4749,2,3,1,2,1500000,0,2,260000,3,3,2,2.0,250000.0,3
231710070897,2060,4,6,1,2,3600000,0,4,0,3,4,2,2.0,0.0,6
231710070931,4194,10,0,3,1,0,1000000,4,0,4,3,2,1.0,212000.0,2
231710070948,2122,8,6,1,8,15000000,0,4,167000,7,3,3,2.0,2894700.0,8
231710070949,4250,4,5,5,4,2500000,0,2,0,3,1,2,2.0,225000.0,3
231710070970,1874,7,7,1,8,18500000,0,8,200000,8,3,4,2.0,5590000.0,8
231710071030,3880,3,9,9,8,6241500,3661800,7,100000,6,2,2,2.0,2200000.0,8
231710071031,2286,4,5,5,1,0,1524910,2,50000,1,2,2,2.0,0.0,2
231710071071,1484,5,9,1,8,4707400,0,7,450000,7,4,3,2.0,2500000.0,8
231710071073,2773,4,6,1,2,1600000,0,3,0,3,1,2,2.0,235000.0,3
231710071084,1377,8,7,1,8,17050000,0,7,400000,6,4,5,2.0,4000000.0,8
231710071099,1485,5,3,1,4,2500000,0,4,0,3,4,2,2.0,1300000.0,6
231710071140,1444,8,3,3,5,2500000,2500000,1,0,3,1,2,2.0,190000.0,4
231710071154,3298,2,9,9,8,6169700,4778700,4,0,3,5,2,2.0,270000.0,6
231710071160,4471,10,5,1,3,2000000,0,1,300000,3,4,3,2.0,150000.0,3
231710071167,4875,8,8,1,1,2000000,0,2,3515000,3,4,2,2.0,0.0,3
231710071174,1378,8,1,1,1,0,500000,1,50000,1,2,2,2.0,0.0,2
231710071175,1614,4,2,1,1,1000000,0,2,0,3,1,1,2.0,0.0,2
231710071195,3952,3,6,1,8,7141000,0,1,1200000,3,5,4,2.0,176000.0,8
231710071214,3951,3,7,1,8,10000000,0,7,730000,6,5,4,2.0,2520000.0,8
231710071226,4964,3,2,3,1,1000000,500000,2,0,1,1,2,2.0,0.0,1
231710071237,3949,3,6,1,8,22000000,0,7,500000,5,5,4,2.0,2007000.0,8
231710071269,4571,7,2,1,1,700000,0,1,100000,2,2,1,2.0,0.0,1
231710071280,4902,4,2,2,1,500000,500000,3,0,3,1,2,2.0,350000.0,2
231710071307,2255,2,6,1,3,1500000,0,3,0,3,1,2,2.0,200000.0,3
231710071312,4299,1,0,1,1,0,1000000,4,0,4,1,2,1.0,307000.0,2
231710071316,2530,10,7,1,6,4500000,0,4,450000,3,4,3,2.0,147000.0,7
231710071325,1910,4,7,1,8,10000000,0,7,300000,6,4,3,2.0,1200000.0,8
231710071352,3883,3,6,1,8,7450000,0,5,100000,4,2,2,2.0,135000.0,6
231710071353,4560,9,1,1,1,1500000,0,4,200000,4,3,3,2.0,200000.0,3
231710071358,4375,2,5,5,1,1000000,600000,4,75000,3,2,2,2.0,200000.0,2
231710071382,2000,5,6,1,2,2500000,0,1,450000,3,4,4,2.0,250000.0,6
231710071387,1186,4,2,1,1,1000000,0,2,100,1,1,1,2.0,0.0,2
231710071390,3475,8,0,6,8,0,9500000,4,445000,4,4,2,1.0,1300000.0,8
231710071394,2856,1,9,1,8,10294100,0,8,200000,8,4,5,2.0,3000000.0,7
231710071416,3476,8,6,1,6,5720000,0,6,550000,3,5,4,2.0,254000.0,7
231710071462,1663,7,9,9,8,5259300,4235100,7,0,7,4,3,2.0,3270000.0,8
231710071470,2058,4,1,1,8,5472000,0,2,247333,3,2,2,2.0,186000.0,7
231710080045,1742,7,6,1,8,19970133,0,7,450000,6,4,4,2.0,2460250.0,8
231710080068,2074,4,1,9,5,0,4000000,2,0,3,1,2,2.0,180000.0,5
231710080084,1487,5,3,1,2,1500000,0,1,50000,1,1,2,2.0,0.0,2
231710080108,4221,4,2,1,1,1200000,0,3,0,3,1,3,2.0,200000.0,2
231710080121,1743,7,9,9,8,5352900,4196100,7,300000,6,4,4,2.0,2906000.0,8
231710080132,4531,7,1,1,1,2000000,0,1,100000,2,2,2,2.0,0.0,1
231710080139,4819,8,0,1,2,0,1000000,4,0,2,4,1,1.0,0.0,2
231710080148,4766,4,1,1,1,75000,0,2,100,3,2,2,2.0,0.0,2
231710080160,1613,4,1,5,1,2000000,0,1,200,3,3,2,2.0,200.0,2
231710080181,2131,8,7,9,8,3000000,4200000,7,1500000,6,3,2,2.0,1264750.0,8
231710080182,2901,7,7,1,5,5000000,0,7,0,6,2,4,2.0,2150000.0,7
231710080235,2141,8,6,1,8,8200000,0,4,150000,7,3,4,2.0,3432000.0,8
231710080268,2054,4,1,1,1,1500000,0,3,0,3,1,2,2.0,0.0,2
231710080309,3241,2,6,1,6,3468561,0,3,150000,4,3,3,2.0,500000.0,6
231710080311,3851,3,7,6,8,7500000,5000000,8,1400000,7,5,4,2.0,3500000.0,8
231710080318,1787,5,1,9,4,500000,3900000,7,75000,4,2,3,2.0,400000.0,7
231710080323,2593,10,7,6,8,5000000,8758730,1,550000,4,5,2,2.0,218000.0,8
231710080349,4192,4,1,1,2,1500000,500000,3,0,3,2,2,2.0,350000.0,2
231710080357,4752,2,1,1,3,2400000,0,1,150000,1,3,2,2.0,0.0,2
231710080390,1665,7,6,1,8,15000000,0,7,550000,8,5,4,2.0,3833000.0,8
231710080397,2602,10,6,1,2,1932384,0,4,330000,3,4,2,2.0,158500.0,4
231710080412,4391,2,1,1,3,2000000,0,4,0,3,3,2,2.0,0.0,3
231710080417,2590,6,0,9,2,0,3391000,4,0,4,5,2,1.0,210500.0,3
231710080426,4683,2,1,3,5,2000000,1000000,2,0,3,4,1,2.0,230000.0,3
231710080467,2570,7,6,9,8,28000000,4900000,7,450000,8,4,5,2.0,3505500.0,8
231710080490,3947,3,6,9,8,15000000,5000000,7,300000,3,4,5,2.0,2941750.0,8
231710080513,1446,8,5,1,8,6093432,0,1,275000,4,4,3,2.0,500000.0,7
231710080557,2605,10,9,9,8,12099000,4373700,4,0,6,3,3,2.0,2030000.0,8
231710080586,4207,9,1,1,2,1000000,0,2,0,1,1,1,2.0,0.0,1
231710080595,2613,10,7,1,8,10000000,0,7,300000,8,5,4,2.0,7700000.0,8
231710080605,4810,4,5,5,1,0,200000,1,0,1,1,1,2.0,0.0,1
231710080613,1379,8,9,6,8,12273200,2000000,4,1125000,6,5,3,2.0,1000000.0,8
231710080619,4685,2,1,1,2,1500000,0,2,0,3,4,2,2.0,0.0,2
231710080631,3353,1,8,1,8,15000000,0,8,1200000,3,5,4,2.0,1950000.0,7
231710080648,4271,4,7,5,2,1000000,0,1,0,1,1,1,2.0,0.0,1
231710080654,2034,4,7,6,8,7000000,5000000,8,300000,4,4,4,2.0,3450000.0,8
231710080670,4475,10,6,5,7,2300000,1500000,1,200000,3,3,3,2.0,235000.0,3
231710080695,4905,4,1,1,1,2000000,0,3,0,3,1,2,2.0,193000.0,2
231710080718,3600,9,6,6,8,0,20000000,8,450000,7,4,4,2.0,3000000.0,8
231710080719,4939,4,1,1,1,500000,0,1,300000,1,4,3,2.0,0.0,2
231710080720,4857,4,5,5,1,0,200000,1,0,1,1,1,2.0,0.0,1
231710080729,4778,4,1,1,1,1200000,0,2,0,4,3,2,2.0,0.0,2
231710080732,4777,4,1,1,1,1000000,0,2,0,3,1,2,2.0,216000.0,2
231710080734,3945,3,7,1,8,12000000,0,4,1200000,8,5,3,2.0,6219500.0,8
231710080743,3478,8,1,1,5,5000000,0,4,150000,3,2,2,2.0,250000.0,6
231710080750,1789,5,6,1,7,5247533,0,3,0,4,1,2,2.0,383500.0,7
231710080755,3479,8,0,9,8,0,4700000,4,250000,1,4,3,1.0,0.0,6
231710080764,2834,2,5,1,6,3335702,0,1,600000,3,5,2,2.0,987425.0,6
231710080774,2586,7,6,1,7,5600000,0,7,200000,4,3,4,2.0,400000.0,7
231710080778,1489,5,6,1,5,7500000,0,7,445000,3,4,3,2.0,250000.0,7
231710080784,2171,4,6,1,5,8740739,0,1,0,3,1,1,2.0,230000.0,8
231710080811,4946,4,3,1,1,1500000,0,3,0,3,1,1,2.0,0.0,2
231710080840,3460,2,7,1,1,1500000,0,4,0,3,2,2,2.0,200000.0,3
231710080841,3699,3,2,3,3,1000000,1000000,5,100000,3,2,1,2.0,400000.0,3
231710080851,1490,5,7,1,6,5000000,0,1,0,7,5,3,2.0,3300000.0,7
231710080873,4535,7,0,1,5,0,2000000,3,150000,4,4,3,1.0,311500.0,3
231710080901,2839,2,8,6,8,3000000,2500000,3,0,4,4,2,2.0,0.0,6
231710080940,1492,5,6,1,8,10665960,0,7,450000,3,4,3,2.0,250000.0,8
231710080954,2012,5,3,1,6,3500000,0,7,1200000,4,5,3,2.0,250000.0,8
231710080955,2305,4,0,3,1,0,1000000,1,0,3,3,1,1.0,0.0,2
231710080959,3480,8,2,1,8,2500000,0,4,518000,2,5,3,2.0,500000.0,7
231710080965,4605,4,2,1,1,700000,0,2,0,3,2,2,2.0,215000.0,2
231710080972,1493,5,7,1,6,6000000,0,8,300000,7,4,4,2.0,3800000.0,8
231710080984,3859,3,5,7,8,15000000,5000000,5,550000,8,5,4,2.0,3500000.0,8
231710080988,1791,5,6,5,8,7000000,2946800,7,200000,6,3,4,2.0,2300000.0,8
231710081003,2779,4,3,1,5,5000000,0,3,300000,3,4,1,2.0,0.0,6
231710081046,4253,10,0,3,2,0,2500000,6,225000,3,3,3,1.0,173000.0,3
231710081086,3461,2,5,1,5,3000000,0,7,0,4,2,2,2.0,0.0,6
231710081089,1542,4,1,1,1,1500000,0,2,0,3,1,2,2.0,216000.0,2
231710081091,3200,1,1,1,7,4000000,0,3,0,3,3,2,2.0,275000.0,5
231710081091,3200,1,1,1,7,4000000,0,3,0,3,3,2,2.0,275000.0,5
231710081091,3200,1,1,1,7,4000000,0,3,0,3,3,2,2.0,275000.0,5
231710081091,3200,1,1,1,7,4000000,0,3,0,3,3,2,2.0,275000.0,5
231710081091,3200,1,1,1,7,4000000,0,3,0,3,3,2,2.0,275000.0,5
231710081091,3200,1,1,1,7,4000000,0,3,0,3,3,2,2.0,275000.0,5
231710081099,3244,2,0,2,8,0,2000000,1,0,3,1,2,1.0,150000.0,4
231710081111,1209,4,2,1,3,2000000,0,2,0,3,1,1,2.0,122000.0,2
231710081157,3885,3,1,5,4,4300000,0,1,450000,3,2,1,2.0,180500.0,3
231710081166,2109,9,7,1,1,1000000,0,2,0,3,1,2,2.0,180000.0,2
231710081220,2841,2,9,1,5,3963800,0,4,100000,4,2,2,2.0,450000.0,6
231710081241,3977,9,6,1,8,5450000,0,5,75000,4,2,1,2.0,200000.0,6
231710081255,1959,4,9,5,8,5000000,3096000,4,700000,4,5,3,2.0,500000.0,8
231710081279,3299,2,2,1,1,1000000,0,3,200000,4,3,2,2.0,300000.0,3
231710081298,1745,7,9,1,8,24000000,0,8,1900000,8,5,3,2.0,5700000.0,8
231710081316,1913,4,2,1,3,2000000,0,1,230000,3,4,3,2.0,200000.0,3
231710081328,3427,2,6,1,5,3021382,0,3,0,4,3,2,2.0,190000.0,5
231710081363,3358,1,3,1,8,12500000,0,7,1200000,3,5,2,2.0,350000.0,7
231710081407,3964,9,6,1,8,28000000,0,8,450000,7,5,4,2.0,3750000.0,8
231710081425,4542,7,1,1,1,1000000,0,1,150000,4,3,2,2.0,168500.0,2
231710081434,1792,5,5,5,5,2500000,1500000,1,450000,3,4,3,2.0,200000.0,6
231710090004,2843,2,2,5,2,2500000,0,5,0,4,4,2,2.0,576000.0,5
231710090022,1669,7,7,1,8,50000000,0,8,450000,7,4,5,2.0,3150000.0,8
231710090036,4244,4,7,1,2,1200000,0,2,200000,3,4,1,2.0,0.0,1
231710090060,4316,4,8,1,1,2000000,0,2,3515000,3,4,2,2.0,0.0,3
231710090069,4509,4,1,1,1,750000,200000,3,0,4,1,2,2.0,0.0,2
231710090086,3482,8,8,9,8,10000000,5204000,8,575000,8,4,4,2.0,5150000.0,8
231710090090,2454,6,2,9,2,500000,3807942,1,0,3,1,1,2.0,250000.0,3
231710090103,3483,8,1,1,2,1500000,0,4,50000,3,2,3,2.0,120000.0,3
231710090138,3944,3,7,1,7,4000000,0,6,0,3,1,3,2.0,170000.0,6
231710090138,3944,3,7,1,7,4000000,0,6,0,3,1,3,2.0,170000.0,6
231710090157,1267,5,5,1,8,16000000,0,7,450000,6,4,4,2.0,2355250.0,8
231710090196,1752,4,9,9,8,7500000,4500000,6,250000,6,4,2,2.0,2200000.0,8
231710090196,1752,4,9,9,8,7500000,4500000,6,250000,6,4,2,2.0,2200000.0,8
231710090261,3048,2,1,6,8,1500000,3900000,1,0,1,1,1,2.0,0.0,2
231710090261,3048,2,1,6,8,1500000,3900000,1,0,1,1,1,2.0,0.0,2
231710090261,3048,2,1,6,8,1500000,3900000,1,0,1,1,1,2.0,0.0,2
231710090261,3048,2,1,6,8,1500000,3900000,1,0,1,1,1,2.0,0.0,2
231710090261,3048,2,1,6,8,1500000,3900000,1,0,1,1,1,2.0,0.0,2
231710090311,3960,9,8,1,7,8000000,0,8,445000,6,4,4,2.0,2500000.0,8
231710090311,3960,9,8,1,7,8000000,0,8,445000,6,4,4,2.0,2500000.0,8
231710090337,2660,10,6,1,8,17112404,0,6,500000,7,4,4,2.0,4075000.0,8
231710090348,2777,4,9,9,8,9000000,6000000,6,0,8,1,3,2.0,5100000.0,8
231710090368,1793,5,7,9,8,6000000,5800700,6,450000,4,4,4,2.0,3700000.0,8
231710090410,3958,9,6,9,8,0,6021000,7,200000,6,3,4,2.0,2825000.0,8
231710090415,3578,9,2,1,1,1500000,0,1,0,2,1,1,2.0,0.0,2
231710090426,1671,7,2,1,2,2500000,0,5,80000,4,2,2,2.0,300000.0,4
231710090478,4210,2,3,3,1,500000,500000,2,0,1,3,1,2.0,0.0,1
231710090504,3941,3,7,1,6,6000000,0,8,450000,4,4,4,2.0,377000.0,7
231710090505,1795,5,5,5,8,6805154,8481300,6,450000,6,5,4,2.0,3020000.0,8
