id,fakultas,pekerjaan_ayah,pekerjaan_ibu,pendapatan_class,penghasilan_ayah,penghasilan_ibu,kepemilikan_rumah,koreksi_pengeluaran_mhs_iuran_sekolah,kendaraan,listrik,keberadaan_orangtua,pajak,ukt
4482,2,1,3,4,2000000,500000,4,330000,4,3,2.0,500000.0,4
3290,2,7,6,8,2000000,3200000,1,275000,4,4,2.0,146000.0,6
2313,10,0,9,8,0,4180000,4,70000,3,3,1.0,165000.0,6
4871,5,1,5,2,1750000,0,1,0,3,2,2.0,0.0,2
1765,5,7,1,3,1500000,0,1,0,1,1,2.0,0.0,3
2045,9,1,1,2,1500000,0,2,0,3,2,2.0,180500.0,3
2316,10,1,8,8,0,5500000,7,825000,6,4,2.0,1308500.0,8
1622,4,2,1,3,2000000,0,4,200000,3,2,2.0,300000.0,4
2881,2,9,1,7,6500000,0,3,0,3,2,2.0,265.0,6
1766,5,7,1,4,2600000,0,3,577500,3,2,2.0,190000.0,6
1973,4,1,1,1,1500000,0,5,200000,4,2,2.0,370000.0,4
3450,2,9,9,8,4812000,3861000,1,150000,3,3,2.0,216000.0,6
4726,2,1,1,1,2348000,0,1,150000,3,3,2.0,200000.0,2
1355,8,7,1,7,4150000,0,5,200000,3,3,2.0,2150000.0,7
1770,5,9,1,7,5132800,0,4,0,3,2,2.0,288000.0,7
2996,7,7,9,7,2000000,4809500,7,450000,3,2,2.0,228500.0,6
1357,8,9,6,8,4200000,3000000,5,200000,6,3,2.0,1022500.0,7
3989,3,9,9,8,5921000,4914900,5,0,3,2,2.0,1408500.0,8
2798,4,7,1,1,1000000,0,2,0,3,2,2.0,100000.0,3
2320,10,9,6,8,5000000,1000000,7,100000,7,2,2.0,3300000.0,8
2321,10,6,1,3,4700000,0,2,0,3,2,2.0,0.0,4
2682,2,5,1,8,80000000,0,8,450000,8,4,2.0,6317000.0,8
1771,5,6,1,8,12128790,0,7,995000,3,3,2.0,244500.0,8
4642,2,1,5,1,0,2500000,1,100000,3,2,2.0,130000.0,2
4730,2,3,1,3,3000000,0,3,150000,4,3,2.0,400000.0,3
2046,9,0,9,4,0,4602900,7,400000,3,2,1.0,146000.0,5
2811,2,2,1,1,2000000,0,1,0,3,3,2.0,170000.0,3
1695,3,9,1,3,3861000,0,4,300000,6,4,2.0,1200000.0,4
3821,3,5,9,8,4500000,12165537,8,350000,8,4,2.0,3500000.0,8
4765,4,1,5,1,0,2,1,0,1,2,2.0,0.0,1
2677,4,6,1,8,7725171,0,4,150000,6,2,2.0,1450000.0,8
2677,4,6,1,8,7725171,0,4,150000,6,2,2.0,1450000.0,8
3551,9,9,1,7,5350000,0,7,28500,6,3,2.0,2232000.0,8
1652,9,9,1,8,5947500,0,6,2000000,4,3,2.0,500000.0,7
1181,4,5,1,1,2430000,0,3,0,3,2,2.0,0.0,3
3832,3,6,8,7,3790000,400000,5,600000,6,2,2.0,2020000.0,7
2911,9,7,1,1,2300000,0,5,0,3,2,2.0,134000.0,3
1967,4,1,1,7,5215301,0,4,0,4,3,2.0,500000.0,7
1932,4,2,1,1,1800000,0,3,41000,3,2,2.0,0.0,3
3451,2,3,1,1,1500000,0,4,250000,3,1,2.0,185000.0,3
4734,2,6,1,8,4500000,0,2,500000,3,2,2.0,2250000.0,5
3988,3,9,9,8,5000000,4000000,7,500000,6,3,2.0,2186500.0,8
4812,8,2,5,1,800000,200000,2,200000,3,2,2.0,200000.0,2
2820,2,6,1,5,4000000,0,3,120000,4,3,2.0,170000.0,6
2244,2,2,1,5,3000000,0,5,225000,4,3,2.0,300000.0,6
3394,8,9,6,8,36000000,22000000,8,770000,8,4,2.0,3900000.0,8
2651,4,6,1,6,2500000,0,5,0,3,2,2.0,300000.0,6
1246,5,9,1,8,6000000,0,7,280000,3,2,2.0,175000.0,8
2333,10,5,5,8,13479000,7000000,7,450000,8,4,2.0,2552000.0,8
1899,8,1,9,8,0,5052300,3,100000,3,3,2.0,197000.0,6
2007,7,6,9,8,4000000,3740500,7,150000,6,2,1.0,2500000.0,7
1416,5,5,1,8,17743560,0,8,300000,7,5,2.0,4600000.0,8
3454,2,7,1,8,8989520,0,5,0,4,2,2.0,1900000.0,6
3685,3,7,6,8,3000000,3500000,5,150000,5,2,2.0,1692000.0,7
2245,2,9,1,4,3254900,0,3,150000,3,3,2.0,300000.0,5
2686,2,6,1,8,3500000,0,3,100000,3,3,2.0,120000.0,6
1247,5,6,5,8,17000000,0,7,500000,4,4,2.0,2549500.0,8
4739,2,1,1,1,3000000,0,3,125000,3,3,2.0,0.0,3
3825,3,5,1,8,28403076,0,7,150000,6,4,2.0,2000000.0,8
2884,2,9,1,8,3000000,0,1,100000,3,2,2.0,147509.0,6
4845,8,3,3,1,1500000,1000000,3,0,4,1,2.0,120000.0,2
1868,7,7,1,7,4000000,0,4,995000,6,4,2.0,1800000.0,7
4197,4,0,7,1,0,750000,3,0,3,1,1.0,250000.0,2
4852,8,0,2,1,0,500000,1,0,1,1,1.0,0.0,1
3870,3,6,1,3,4641000,0,5,150000,3,3,2.0,173000.0,4
3395,8,3,1,4,5000000,0,4,300000,3,2,2.0,300000.0,6
3003,7,6,9,8,21000000,4000000,4,400000,6,2,2.0,2519250.0,7
3396,8,9,9,8,6530200,1954305,6,0,6,3,2.0,2761000.0,8
3675,3,7,6,8,2500000,2000000,6,450000,1,5,2.0,0.0,6
4703,4,1,1,2,2000000,0,1,330000,2,2,2.0,0.0,2
1903,8,9,5,8,5000000,4000000,7,1400000,3,4,2.0,6300000.0,8
1772,5,9,1,8,12607550,0,7,500000,6,3,2.0,3300000.0,8
3871,3,8,9,6,2500000,4800000,7,150000,7,3,2.0,2250000.0,7
4171,4,5,1,6,2250000,0,1,540000,3,2,2.0,158000.0,4
3229,2,9,1,3,3000000,0,2,0,3,2,2.0,200000.0,4
1359,8,9,9,8,3903000,4195798,8,1900000,8,4,2.0,3500000.0,8
4296,5,0,3,2,0,1500000,1,0,4,2,1.0,0.0,2
4247,8,1,1,2,1800000,0,1,0,3,2,2.0,300000.0,2
2341,10,5,1,8,10000000,0,6,70000,6,4,2.0,4780000.0,8
4010,9,9,9,8,5559800,3973700,5,450000,6,4,2.0,1720000.0,8
2436,6,5,6,8,3366318,2900000,4,350000,4,3,2.0,237000.0,5
1418,5,9,1,6,4794300,0,4,150000,4,2,2.0,350000.0,6
2343,10,9,9,8,11707523,5000000,7,700000,6,5,2.0,2400000.0,8
2691,2,0,9,3,0,4000000,7,85000,3,3,1.0,500000.0,4
2247,2,2,1,8,3500000,0,2,350000,3,2,2.0,870000.0,6
4189,2,5,0,3,1500000,0,1,0,3,1,1.0,150000.0,2
4723,4,0,3,5,0,1000000,1,70000,3,2,1.0,100500.0,3
4469,8,1,1,3,2000000,0,1,0,3,2,2.0,150000.0,2
1250,5,7,1,8,10000000,0,8,300000,8,5,2.0,5500000.0,8
2662,4,1,0,2,2000000,0,4,75000,3,2,1.0,165000.0,3
4215,7,1,5,2,2250000,0,4,0,3,2,2.0,200000.0,3
2344,10,9,8,8,11000000,10000000,8,400000,3,4,2.0,200000.0,8
4599,2,1,1,3,2000000,0,3,0,3,1,2.0,200000.0,2
4270,9,1,1,4,2750000,0,5,150000,4,2,2.0,350000.0,4
4729,4,2,2,1,1000000,0,3,0,3,1,2.0,200000.0,2
1253,5,7,1,6,6000000,0,1,300000,3,3,2.0,200000.0,7
2345,10,6,9,8,2000000,4745000,5,0,3,3,2.0,1535000.0,7
1727,7,5,9,8,18478739,5020400,8,500000,7,5,2.0,4350000.0,8
3714,9,9,1,7,8000000,0,5,0,3,4,2.0,2400000.0,7
1251,5,5,6,8,14686000,7502000,8,1375000,7,4,2.0,3100000.0,8
4040,4,9,1,8,4375800,0,2,0,4,2,2.0,450000.0,4
2030,4,3,1,5,5000000,0,6,100000,3,2,2.0,330000.0,7
4923,8,0,5,2,0,1500000,2,23000,1,2,1.0,0.0,1
4260,6,5,1,5,2100000,0,1,275000,3,2,2.0,175000.0,3
4420,10,1,3,2,1500000,500000,2,500000,1,2,2.0,0.0,2
3554,9,1,1,4,4428147,0,1,577500,3,2,2.0,183500.0,5
4625,4,1,1,3,2000000,0,2,0,4,2,2.0,500000.0,3
4489,8,1,1,1,1500000,0,2,80000,3,1,2.0,120000.0,2
2695,2,6,1,6,5000000,0,1,150000,3,4,2.0,200000.0,6
2070,9,1,9,6,0,5000000,7,85000,3,3,2.0,1700000.0,7
4672,2,5,5,2,1500000,500000,1,0,3,2,2.0,0.0,2
3693,3,7,1,3,4000000,0,1,100000,3,3,2.0,197000.0,4
4105,3,8,1,2,1500000,0,2,0,3,3,2.0,100000.0,2
4686,1,1,1,1,1000000,0,2,100000,3,2,2.0,200000.0,2
4760,4,1,1,1,1500000,0,2,0,3,2,2.0,125000.0,2
2084,9,6,1,7,3764111,0,4,0,4,2,2.0,200000.0,6
2761,4,3,1,2,2000000,0,1,0,3,2,2.0,200000.0,3
2584,2,1,9,8,3000000,3500000,1,0,3,1,2.0,0.0,6
3556,9,9,1,8,5000000,0,4,150000,3,3,2.0,1800000.0,7
4733,4,2,1,1,1000000,0,3,0,4,1,2.0,200000.0,2
2348,10,9,1,8,7500000,0,5,150000,3,3,2.0,500000.0,7
1362,8,9,1,7,5301300,0,7,300000,4,3,2.0,250000.0,7
1420,5,5,5,8,0,3780300,1,400000,3,1,2.0,200000.0,6
4873,5,1,1,8,3000000,0,2,0,3,1,2.0,300000.0,4
3640,9,9,1,8,10520980,0,8,500000,7,4,2.0,2682000.0,8
1895,4,1,9,5,300000,4640000,4,150000,4,2,2.0,1450000.0,7
2016,7,9,1,8,5358652,0,3,450000,6,3,2.0,2250000.0,7
3295,2,6,1,8,3500000,0,3,0,3,1,2.0,200000.0,6
4934,2,1,1,1,500000,0,2,0,3,1,2.0,180000.0,2
1869,7,5,1,8,7500000,0,7,995000,3,5,2.0,3100000.0,8
2825,2,1,9,8,1500000,5036600,4,250000,3,2,2.0,200000.0,6
3188,7,3,1,3,2000000,0,3,100000,3,3,2.0,168500.0,3
4241,7,6,1,3,3500000,0,1,200000,4,4,2.0,400000.0,3
4232,3,1,1,4,2500000,0,6,0,3,3,2.0,206000.0,4
4232,3,1,1,4,2500000,0,6,0,3,3,2.0,206000.0,4
4232,3,1,1,4,2500000,0,6,0,3,3,2.0,206000.0,4
4935,4,2,1,2,1500000,0,2,0,3,1,2.0,0.0,2
4702,4,0,5,2,0,1000000,1,330000,3,2,1.0,153000.0,2
1363,8,7,0,8,9000000,0,7,85000,6,3,1.0,2400000.0,8
4011,9,9,6,8,5000000,3000000,7,150000,3,3,2.0,1100000.0,7
4977,4,1,1,2,1000000,0,1,100000,3,3,2.0,175000.0,2
4013,9,5,1,8,18000000,0,7,450000,7,4,2.0,3300000.0,8
4013,9,5,1,8,18000000,0,7,450000,7,4,2.0,3300000.0,8
1254,5,6,9,8,5473269,4355100,4,950000,3,2,2.0,3174250.0,8
1216,4,1,9,8,0,4378100,1,0,3,3,2.0,147000.0,6
4521,2,2,3,1,500000,360000,2,100000,4,2,2.0,0.0,2
1364,8,7,5,8,500000,8400000,5,0,4,2,2.0,400000.0,7
3236,2,0,6,8,0,4000000,6,110000,3,2,1.0,182000.0,6
1422,5,7,5,8,10000000,3000000,8,0,8,2,2.0,3250000.0,8
2589,2,6,1,8,8000000,0,3,150000,4,3,2.0,250000.0,6
3399,8,6,1,6,4850000,0,1,321000,3,4,2.0,100000.0,6
4278,8,6,1,4,3500000,0,1,275000,2,2,2.0,0.0,3
1365,8,9,9,8,6077900,1658395,7,550000,6,3,2.0,1765250.0,8
3005,7,9,9,8,7437900,5266500,7,450000,6,3,2.0,3250000.0,8
4771,4,5,1,2,1000000,0,3,0,3,2,2.0,0.0,3
4771,4,5,1,2,1000000,0,3,0,3,2,2.0,0.0,3
4771,4,5,1,2,1000000,0,3,0,3,2,2.0,0.0,3
4771,4,5,1,2,1000000,0,3,0,3,2,2.0,0.0,3
4771,4,5,1,2,1000000,0,3,0,3,2,2.0,0.0,3
4771,4,5,1,2,1000000,0,3,0,3,2,2.0,0.0,3
2355,10,9,1,8,10914000,0,4,200000,4,3,2.0,2350000.0,8
3631,9,9,1,8,6000000,0,5,0,4,4,2.0,1900000.0,8
4743,2,5,1,8,8000000,0,4,0,7,3,2.0,3700000.0,6
1531,4,3,1,1,2000000,0,3,0,3,2,2.0,180000.0,3
2059,4,9,1,8,8000000,0,7,150000,3,3,2.0,1550000.0,8
1221,4,9,9,8,5115900,3191700,7,85000,3,3,2.0,2514575.0,8
4243,7,1,1,3,3572000,0,1,200000,3,2,2.0,150500.0,3
2838,1,6,1,8,15000000,0,7,500000,6,4,2.0,2780000.0,7
1729,7,9,9,8,120000000,15000000,8,500000,8,5,2.0,12000000.0,8
1774,5,5,6,8,7756000,4600000,5,0,3,2,2.0,3808500.0,8
2249,2,1,1,2,1500000,0,3,110000,3,1,2.0,165000.0,3
4880,5,2,1,1,1000000,0,1,59000,3,2,2.0,0.0,2
2774,4,2,1,1,1000000,0,4,0,3,2,2.0,175.0,3
2440,6,9,9,8,4000000,3600000,4,0,3,2,2.0,350000.0,6
3420,2,6,1,2,3540000,0,1,0,3,1,2.0,250000.0,3
1430,8,1,3,7,2400000,1500000,5,280000,3,2,2.0,200000.0,6
1436,5,8,5,8,100000000,38000000,8,1900000,8,3,2.0,10500000.0,8
2827,2,6,6,8,2766000,3100000,5,500000,4,2,2.0,320000.0,6
3979,3,9,0,8,17000000,0,8,450000,7,4,1.0,3400000.0,8
4737,4,1,1,1,600000,0,2,100000,3,2,2.0,180000.0,2
3975,3,6,5,8,25000000,19000000,7,450000,7,4,2.0,5350000.0,8
2359,10,6,1,8,12831132,0,6,300000,1,3,2.0,0.0,8
2359,10,6,1,8,12831132,0,6,300000,1,3,2.0,0.0,8
1936,8,9,1,8,6222300,0,1,275000,6,2,2.0,2230000.0,7
3623,9,9,9,8,15000000,10000000,7,280000,6,3,2.0,2000000.0,8
2513,6,9,9,8,5434800,3639000,7,300000,3,2,2.0,2900000.0,8
4014,9,1,1,2,3000000,0,3,0,3,1,2.0,300000.0,3
1870,7,9,0,8,4250000,0,4,500000,3,2,1.0,300000.0,6
4741,4,0,2,1,0,500000,1,0,3,1,1.0,0.0,1
3558,9,6,1,2,2222152,0,4,100000,4,1,2.0,165000.0,4
2152,4,2,9,8,7000000,5000000,7,1400000,8,3,2.0,4770000.0,8
4602,4,1,1,1,2500000,0,2,300000,3,2,1.0,0.0,2
3971,3,9,1,5,4829700,0,6,0,3,3,2.0,294300.0,6
1212,4,7,1,2,1000000,0,4,0,3,2,2.0,300000.0,3
2029,4,9,5,7,3700000,500000,2,110000,3,2,2.0,150000.0,6
2883,7,1,1,2,3250000,0,4,150000,3,3,2.0,250000.0,4
1460,4,9,9,8,5452200,3670806,3,110000,4,2,2.0,300000.0,8
2362,10,5,1,8,17000000,0,6,450000,6,4,2.0,2930000.0,8
4016,9,9,9,8,5547800,3000000,4,700000,3,2,2.0,1800000.0,8
3039,1,0,1,5,0,3000000,8,200000,7,3,1.0,2500000.0,6
1437,5,0,7,8,0,18000000,8,7900000,6,5,1.0,3200000.0,8
4434,10,6,1,3,3200000,0,3,110000,3,1,2.0,200000.0,3
1439,5,7,1,8,7500000,0,8,400000,6,4,2.0,2500000.0,8
4879,2,2,5,1,1000000,0,2,50000,4,1,2.0,174500.0,2
4973,3,5,1,3,1500000,0,1,550000,3,2,2.0,215000.0,3
1183,4,9,6,8,4587816,3969450,4,0,3,2,2.0,2800000.0,8
2800,4,2,1,7,2700000,0,3,60000,4,2,2.0,250000.0,6
3720,9,9,9,8,3964000,5450500,7,200000,4,2,2.0,3300000.0,7
2170,4,5,5,6,2740857,1800000,4,250000,3,2,2.0,145000.0,7
2441,6,3,9,8,2000000,4237500,4,0,4,2,2.0,341000.0,6
4883,2,7,1,2,1700000,0,1,0,3,2,2.0,125000.0,2
4598,9,2,5,1,1500000,0,3,0,4,2,2.0,211000.0,2
2114,4,6,8,8,7000000,2000000,8,100000,5,2,2.0,1000000.0,8
3834,3,6,9,8,18030000,6943200,8,445000,8,4,2.0,6500000.0,8
1624,4,3,1,3,2000000,0,3,0,3,2,2.0,300000.0,4
3403,8,9,8,7,4214500,1000000,1,445000,4,3,2.0,347509.0,6
4979,4,1,1,2,2000000,0,1,0,3,2,2.0,0.0,2
4856,2,2,1,1,1000000,0,1,0,4,1,2.0,0.0,1
4185,5,2,1,1,500000,0,2,0,1,2,2.0,0.0,1
4862,2,2,2,2,500000,500000,2,100000,3,1,2.0,0.0,2
4959,4,7,1,1,1000000,0,1,0,4,1,2.0,250000.0,2
1184,4,3,1,8,5000000,0,5,450000,6,4,2.0,1128500.0,8
3721,9,9,1,8,5438000,0,5,200000,5,3,2.0,300000.0,7
1185,4,1,1,6,2500000,0,4,120000,3,1,2.0,194000.0,6
1732,7,9,1,6,5808800,0,7,0,7,4,2.0,3665500.0,7
1474,4,1,5,3,3100000,0,1,280000,4,2,2.0,175000.0,4
3969,3,9,9,8,10000000,7000000,8,1900000,8,4,2.0,3300000.0,8
2886,2,9,5,5,4000000,0,3,0,3,2,2.0,170000.0,6
3725,9,1,1,2,2500000,0,1,125000,3,2,2.0,18000.0,3
2364,10,9,9,8,4558100,3909700,4,0,3,2,2.0,1694400.0,7
3991,9,9,9,8,4707400,4384600,7,300000,6,3,2.0,2995000.0,8
1972,8,2,1,1,1500000,0,4,0,3,1,2.0,100000.0,3
2365,10,5,1,5,4000000,0,1,430000,4,5,2.0,300000.0,6
1368,8,5,1,8,14000000,0,7,100000,4,3,2.0,1576500.0,8
3965,3,0,5,8,0,15000000,8,275000,3,4,1.0,2480000.0,7
3421,2,6,1,1,1000000,0,2,0,3,2,2.0,0.0,2
1256,5,9,1,8,7656500,0,6,450000,6,3,2.0,2167500.0,8
1370,8,2,2,2,1500000,500000,2,0,3,1,2.0,0.0,2
1871,7,6,1,8,3790000,0,7,100000,4,2,2.0,250000.0,6
2442,6,9,5,1,3000000,0,4,0,3,2,2.0,2500.0,4
2753,4,1,1,2,2555831,0,1,0,3,1,2.0,105000.0,3
2050,4,6,9,8,7000000,3900000,3,400000,3,2,2.0,120000.0,7
2554,7,6,1,8,33145709,0,5,330000,7,4,2.0,4300000.0,8
4653,2,1,3,1,1000000,500000,3,150000,3,1,2.0,0.0,2
1942,4,5,5,2,1800000,328000,4,275000,3,2,2.0,150000.0,4
4882,4,2,2,1,600000,600000,2,0,4,1,2.0,200000.0,2
1734,7,6,1,8,14000000,0,7,1500000,6,3,2.0,3300000.0,8
3114,2,5,7,8,0,3000000,4,1600000,3,2,1.0,150000.0,6
1648,4,9,6,8,4699300,4600000,7,0,6,2,2.0,2500000.0,8
2598,2,0,2,2,0,1500000,4,75000,3,1,1.0,200000.0,3
2776,4,7,1,6,2500000,0,4,150000,3,2,2.0,135000.0,6
2707,4,0,6,7,0,3838400,3,80000,4,2,1.0,470000.0,6
2895,7,9,1,3,5092900,0,7,0,3,3,2.0,230000.0,4
2895,7,9,1,3,5092900,0,7,0,3,3,2.0,230000.0,4
1373,8,6,1,6,6710000,0,5,590000,3,2,2.0,1400000.0,7
2374,10,9,9,8,8000000,8000000,8,200000,3,3,2.0,3025000.0,8
4494,2,7,5,4,2000000,1800000,4,222000,4,3,2.0,0.0,3
4559,4,3,1,1,2000000,0,2,75000,3,1,2.0,120000.0,2
1432,8,2,1,1,1500000,0,2,0,3,1,2.0,151000.0,3
3404,8,7,9,8,2000000,3000000,4,0,3,1,2.0,200000.0,6
2559,7,7,1,8,12000000,0,7,450000,6,2,2.0,2160000.0,8
3021,7,7,1,8,4000000,0,7,1800000,4,3,2.0,200000.0,7
1204,4,9,9,8,4829700,4000000,5,185000,6,3,2.0,1915250.0,8
2375,10,9,5,8,6294500,25000000,7,550000,7,4,2.0,2200000.0,8
2097,8,9,9,8,8900000,13019800,7,300000,6,3,2.0,2372750.0,8
4992,6,2,1,1,500000,0,2,50000,3,2,2.0,0.0,2
3343,1,5,9,8,10440790,4356000,5,1400000,7,3,2.0,2863000.0,7
3423,2,2,1,1,1300000,0,3,84000,3,1,2.0,0.0,3
3457,2,2,1,3,1500000,0,3,166,3,2,2.0,300.0,3
2377,10,1,1,2,3840000,0,1,300000,3,3,2.0,0.0,4
4886,4,1,1,1,1000000,0,2,0,3,2,2.0,0.0,2
2828,2,6,1,7,2700000,0,4,150000,3,3,2.0,300000.0,6
4869,8,7,1,2,2500000,0,1,200000,3,2,2.0,130000.0,2
3873,3,7,1,3,3000000,0,1,577500,4,3,2.0,180000.0,3
2647,4,9,9,8,4702400,4800000,7,150000,3,3,2.0,2500000.0,8
3424,2,2,1,2,1800000,0,2,0,3,4,2.0,0.0,3
1231,4,2,5,2,1300000,0,1,0,1,1,2.0,0.0,2
1213,4,1,9,8,0,4898000,7,450000,4,3,2.0,2700000.0,7
4808,4,5,5,4,1500000,1000000,1,0,3,2,2.0,198500.0,2
4960,4,1,1,1,0,800000,2,50000,3,1,2.0,0.0,1
3726,9,7,1,3,3000000,0,7,150000,3,2,2.0,146000.0,4
3345,1,7,5,8,6000000,7000000,7,450000,6,4,2.0,4050000.0,7
4506,7,1,1,2,1000000,0,1,75000,4,2,2.0,200000.0,2
2724,2,9,1,8,6400000,0,7,200000,6,2,2.0,1646000.0,7
2795,4,2,1,1,1,0,2,0,1,1,2.0,0.0,2
4701,1,1,1,2,2000000,0,1,110000,3,1,2.0,1720000.0,2
3119,2,7,9,8,2000000,4000000,7,0,4,3,2.0,300000.0,6
4508,8,1,1,1,1500000,0,1,300000,3,2,2.0,149000.0,2
1374,8,7,6,8,3000000,4754000,5,300000,6,2,2.0,1200000.0,7
4510,8,1,0,2,2500000,0,4,75000,3,3,1.0,0.0,2
1207,4,9,9,8,4778700,5756100,6,222222,7,3,2.0,2600000.0,8
2902,2,2,9,8,2000000,4618900,4,100000,6,2,2.0,4100000.0,6
3458,2,6,1,6,3500000,0,5,330000,3,3,2.0,180000.0,6
1479,5,9,5,8,6000000,12000000,8,450000,6,5,2.0,4660000.0,8
1783,5,9,8,8,24156300,20000000,8,450000,7,5,2.0,1715000.0,8
3237,2,7,1,2,1500000,0,3,100000,3,2,2.0,0.0,3
3963,3,6,9,8,19000000,4000000,7,500000,8,4,2.0,5000000.0,8
3963,3,6,9,8,19000000,4000000,7,500000,8,4,2.0,5000000.0,8
2010,5,9,1,8,7589300,0,5,0,8,3,2.0,1750000.0,8
2385,10,7,1,5,5000000,0,8,450000,3,3,2.0,193000.0,7
1641,4,2,1,2,1500000,0,3,0,3,2,2.0,0.0,3
2072,4,9,1,8,6547150,0,7,250000,6,2,2.0,2450000.0,8
2389,10,5,1,5,3115051,0,5,450000,4,3,2.0,650000.0,6
1433,8,7,1,2,2500000,0,3,100000,5,2,2.0,150000.0,4
1736,7,6,9,8,3400000,4500000,7,200000,4,5,2.0,2295000.0,7
3584,9,0,7,3,0,2000000,3,0,3,2,1.0,309.0,3
1546,1,5,9,8,18000000,12000000,8,500000,8,5,2.0,3800000.0,7
2601,2,6,1,8,12895000,0,1,405000,4,2,2.0,200000.0,6
1785,5,9,1,5,5000000,0,7,200000,3,2,2.0,250000.0,7
3205,7,9,9,8,5174800,3842300,4,100000,3,2,2.0,180000.0,6
3673,3,6,1,8,4888888,0,1,200000,1,1,2.0,0.0,5
1632,7,6,1,8,9646907,0,5,688000,3,3,2.0,148500.0,7
1435,8,6,1,8,6300000,0,3,0,3,3,2.0,40000.0,7
4283,9,1,5,3,1500000,500000,1,200000,3,3,2.0,500000.0,3
4963,4,7,1,1,2000000,0,4,0,3,2,2.0,225000.0,2
4963,4,7,1,1,2000000,0,4,0,3,2,2.0,225000.0,2
4774,4,2,1,1,1500000,0,3,0,3,2,2.0,0.0,2
1844,4,6,1,8,41158346,0,8,1400000,8,5,2.0,10281000.0,8
3833,3,1,1,3,3500000,0,4,300000,3,3,2.0,150000.0,4
2606,2,9,1,6,4739700,0,5,110000,3,2,2.0,250000.0,6
2797,4,2,1,2,3000000,0,2,0,3,2,2.0,300000.0,3
3865,3,9,9,8,4745000,3998900,1,1900000,7,3,2.0,3000000.0,8
2390,10,1,9,8,3000000,4766800,5,0,3,2,2.0,2200000.0,7
1520,5,7,1,8,15000000,0,8,1400000,8,2,2.0,10200000.0,8
4515,8,2,1,1,1000000,0,2,100000,2,5,2.0,0.0,2
4182,4,2,1,1,800000,0,3,0,3,2,2.0,260000.0,2
4176,4,3,1,2,2000000,0,5,0,3,2,2.0,0.0,2
2446,6,0,9,8,0,4803000,8,0,6,4,1.0,3600000.0,7
4750,4,5,3,1,0,900000,1,60000,1,2,2.0,0.0,1
2607,2,5,9,7,1500000,4008000,4,0,4,1,2.0,350000.0,6
3209,7,6,6,8,2900000,4688900,7,0,4,2,2.0,520000.0,6
3814,3,9,5,8,5887500,6169825,7,1375000,6,3,2.0,1469500.0,8
4635,9,5,5,2,550000,500000,2,0,4,2,2.0,0.0,2
4815,8,5,1,1,1000000,0,1,8333,1,2,2.0,0.0,1
2392,10,9,5,8,4300000,10949380,7,925000,6,4,2.0,3100000.0,8
1376,8,1,1,4,3500000,0,6,280000,4,3,2.0,300000.0,6
3961,3,6,1,8,38000000,0,8,700000,4,4,2.0,6700000.0,8
3961,3,6,1,8,38000000,0,8,700000,4,4,2.0,6700000.0,8
4872,8,5,1,3,3000000,0,1,330000,3,2,2.0,162500.0,3
2106,8,2,9,8,500000,5294300,3,110000,3,2,2.0,200000.0,6
2106,8,2,9,8,500000,5294300,3,110000,3,2,2.0,200000.0,6
4988,6,6,1,3,1535000,0,3,150000,3,3,2.0,250000.0,3
4601,9,1,1,1,2000000,0,1,150000,3,1,2.0,120000.0,2
1873,7,7,1,6,3500000,0,6,480000,3,2,2.0,300000.0,6
2905,2,3,1,5,2000000,0,4,0,3,2,2.0,178000.0,5
2905,2,3,1,5,2000000,0,4,0,3,2,2.0,178000.0,5
4965,4,1,1,1,1760000,0,1,100000,4,3,2.0,0.0,2
4937,2,1,1,2,2000000,0,1,100000,3,2,2.0,275000.0,2
3957,3,0,6,4,0,3500000,1,200000,3,4,1.0,182000.0,4
1786,5,9,1,8,5887500,0,8,330000,4,3,2.0,400000.0,8
4267,4,7,3,3,1200000,2500000,1,3500000,3,2,2.0,225000.0,2
3126,2,9,1,8,6966000,0,1,0,4,3,2.0,600000.0,6
3126,2,9,1,8,6966000,0,1,0,4,3,2.0,600000.0,6
3955,3,1,9,2,1000000,1274000,3,0,3,2,2.0,160000.0,3
2394,10,9,9,8,12000000,16000000,8,550000,8,4,2.0,7500000.0,8
3239,2,9,1,8,7500000,0,1,125000,7,3,2.0,2800000.0,6
1738,7,9,9,8,4618900,3909700,5,75000,6,3,2.0,1452500.0,7
2523,10,1,1,4,2500000,0,4,200000,3,3,2.0,150000.0,5
3973,9,6,9,8,4175000,4656100,7,450000,6,4,2.0,3000000.0,8
3973,9,6,9,8,4175000,4656100,7,450000,6,4,2.0,3000000.0,8
1262,5,0,9,8,1890000,8400000,8,400000,7,4,1.0,3400000.0,8
2832,2,1,1,8,5000000,0,5,300000,3,1,2.0,4750000.0,6
1480,5,7,1,8,8000000,0,8,1200000,3,3,2.0,1940000.0,8
4224,8,5,1,1,1000000,0,3,0,3,2,2.0,0.0,2
1263,5,9,9,8,3767100,4618900,7,425000,7,2,2.0,2510000.0,8
4268,4,5,5,1,1250000,750000,1,100000,3,2,2.0,180000.0,2
4981,4,1,3,2,500000,1000000,3,8000,3,2,2.0,0.0,2
1935,4,3,1,1,2500000,0,4,150000,4,2,2.0,400000.0,4
2609,2,6,1,8,4500000,0,5,100000,3,2,2.0,200000.0,6
2449,6,7,9,8,1500000,5000000,4,0,3,3,2.0,200000.0,6
