no_test,fakultas,pekerjaan_ayah,pekerjaan_ibu,penghasilan_ayah,penghasilan_ibu,total_pendapatan,pendapatan_class,jumlah_tanggungan,kepemilikan_rumah,kendaraan,sekolah,listrik,Penghasilan perkapita,ukt
423187644,8,14.0,1.0,3000000.0,0.0,8,8,2.0,1,1,3.0,2,8,4.0
423187581,7,7.0,1.0,7500000.0,0.0,8,8,4.0,4,3,3.0,4,8,7.0
423187501,5,3.0,1.0,1000000.0,0.0,5,1,3.0,2,1,4.0,1,1,2.0
423186348,3,6.0,1.0,9671000.0,0.0,8,8,2.0,8,6,5.0,4,8,8.0
423186164,4,13.0,13.0,0.0,0.0,1,1,4.0,3,4,4.0,2,1,4.0
423185684,6,3.0,1.0,1350000.0,0.0,7,1,4.0,2,1,1.0,2,1,1.0
423185594,2,12.0,1.0,3000000.0,0.0,8,3,4.0,2,3,5.0,2,3,5.0
423184969,4,11.0,1.0,1500000.0,0.0,8,1,4.0,1,3,2.0,3,1,2.0
423184760,10,5.0,5.0,4164000.0,5379000.0,8,8,4.0,8,4,5.0,2,8,8.0
423184180,2,3.0,3.0,500000.0,0.0,2,1,4.0,2,1,4.0,2,1,1.0
423183834,4,6.0,1.0,3960933.0,0.0,8,3,5.0,4,4,1.0,2,3,3.0
423183795,4,11.0,1.0,1800000.0,0.0,8,4,2.0,3,3,3.0,3,4,4.0
423183237,4,9.0,1.0,3432960.0,0.0,8,6,3.0,2,3,5.0,1,6,6.0
423183199,7,6.0,1.0,3144000.0,0.0,8,8,2.0,3,3,2.0,2,8,4.0
423182153,9,11.0,1.0,4973573.0,0.0,8,8,3.0,1,4,4.0,3,8,6.0
231710020635,2,11.0,1.0,2000000.0,0.0,8,2,4.0,3,5,4.0,2,2,3.0
423181724,2,11.0,1.0,2000000.0,0.0,8,2,4.0,3,5,4.0,2,2,3.0
423181059,8,6.0,1.0,2300000.0,0.0,8,1,5.0,1,3,3.0,3,1,2.0
423180638,3,3.0,1.0,800000.0,0.0,3,1,5.0,1,3,1.0,1,1,2.0
423180134,8,3.0,1.0,1000000.0,0.0,5,1,4.0,2,3,3.0,2,1,1.0
423180050,8,9.0,1.0,1500000.0,0.0,8,2,3.0,3,4,3.0,2,2,3.0
423179901,7,6.0,1.0,8250000.0,0.0,8,8,5.0,8,7,1.0,5,8,7.0
423179508,7,5.0,5.0,4535100.0,5000000.0,8,8,6.0,3,4,5.0,1,8,3.0
423179424,2,3.0,1.0,1000000.0,0.0,5,1,5.0,3,3,4.0,1,1,2.0
423178662,2,11.0,1.0,1000000.0,0.0,5,1,5.0,1,3,3.0,3,1,2.0
423178302,8,3.0,14.0,2000000.0,500000.0,8,8,1.0,5,4,1.0,2,8,6.0
423178207,4,9.0,5.0,2500000.0,3500000.0,8,6,5.0,5,4,4.0,2,6,7.0
423177704,8,5.0,1.0,3402000.0,0.0,8,4,4.0,1,3,3.0,3,4,5.0
423177595,8,7.0,1.0,1600000.0,0.0,8,2,3.0,3,3,2.0,3,2,4.0
423176819,10,5.0,5.0,5395200.0,3909700.0,8,8,2.0,5,4,4.0,3,8,8.0
423176775,3,5.0,5.0,4408700.0,5600900.0,8,8,4.0,7,3,1.0,2,8,7.0
423174628,9,3.0,3.0,1000000.0,500000.0,8,8,1.0,2,4,3.0,1,8,4.0
423173813,5,6.0,1.0,2500000.0,0.0,8,2,4.0,4,4,2.0,3,2,3.0
423173429,3,5.0,5.0,3760000.0,4500000.0,8,8,5.0,4,4,1.0,2,8,6.0
423171802,7,11.0,1.0,1900000.0,0.0,8,8,1.0,2,3,3.0,2,8,4.0
423171711,8,5.0,1.0,4955900.0,0.0,8,8,3.0,4,4,2.0,3,8,8.0
423171294,1,1.0,14.0,0.0,1000000.0,5,2,2.0,3,1,4.0,2,2,1.0
423194213,1,1.0,14.0,0.0,1000000.0,5,2,2.0,3,1,4.0,2,2,1.0
423170809,7,14.0,1.0,2500000.0,0.0,8,6,2.0,7,4,4.0,3,6,6.0
423169347,7,9.0,1.0,7000000.0,0.0,8,8,4.0,7,6,1.0,3,8,6.0
423168564,1,10.0,1.0,12500000.0,0.0,8,8,4.0,6,7,1.0,3,8,6.0
423168474,10,5.0,1.0,4000000.0,0.0,8,7,3.0,7,4,4.0,3,7,8.0
423167497,9,14.0,14.0,0.0,0.0,1,1,1.0,2,1,2.0,2,1,2.0
423167475,9,1.0,1.0,0.0,0.0,1,1,2.0,1,3,4.0,1,1,1.0
423166795,3,11.0,1.0,2000000.0,0.0,8,2,4.0,1,3,5.0,2,2,2.0
423165920,1,9.0,5.0,4000000.0,4500000.0,8,8,6.0,7,3,1.0,4,8,6.0
423165345,5,9.0,1.0,5000000.0,0.0,8,8,2.0,7,3,1.0,4,8,8.0
423164807,7,6.0,1.0,6653030.0,0.0,8,7,5.0,1,3,3.0,1,7,3.0
423164147,4,7.0,1.0,3000000.0,0.0,8,8,2.0,7,3,4.0,2,8,7.0
423163378,6,6.0,1.0,3289410.0,0.0,8,4,4.0,4,4,5.0,3,4,3.0
423163183,8,3.0,1.0,1000000.0,0.0,5,1,3.0,4,4,1.0,2,1,3.0
423160779,2,11.0,1.0,2000000.0,0.0,8,2,4.0,3,4,2.0,3,2,2.0
423159785,7,3.0,1.0,1300000.0,0.0,7,1,3.0,4,4,5.0,2,1,2.0
423159608,9,11.0,1.0,2000000.0,0.0,8,3,3.0,3,3,3.0,3,3,3.0
423159242,8,12.0,12.0,4000000.0,4000000.0,8,8,1.0,7,6,4.0,2,8,7.0
423158332,4,9.0,1.0,3700000.0,0.0,8,2,7.0,3,3,5.0,3,2,6.0
423157938,4,3.0,1.0,800000.0,0.0,3,1,3.0,1,3,5.0,1,1,2.0
423157482,2,11.0,11.0,500000.0,500000.0,5,1,5.0,2,3,2.0,2,1,2.0
423099160,10,14.0,1.0,2500000.0,0.0,8,2,4.0,2,1,3.0,2,2,3.0
423156568,10,14.0,1.0,2500000.0,0.0,8,2,4.0,2,1,3.0,2,2,3.0
423156493,4,3.0,3.0,500000.0,500000.0,5,1,4.0,2,1,3.0,2,1,2.0
423156334,4,11.0,1.0,1200000.0,0.0,6,1,5.0,1,1,4.0,2,1,2.0
423156148,7,6.0,1.0,3268008.0,0.0,8,4,4.0,2,4,3.0,1,4,3.0
423155586,2,9.0,1.0,2500000.0,0.0,8,2,5.0,3,3,4.0,2,2,4.0
423154906,9,5.0,1.0,5000000.0,0.0,8,4,6.0,5,4,5.0,2,4,7.0
423154143,2,3.0,14.0,1750000.0,0.0,8,1,4.0,3,4,4.0,2,1,2.0
423154010,8,1.0,11.0,0.0,1500000.0,8,1,5.0,2,3,2.0,3,1,3.0
423152559,2,3.0,3.0,1000000.0,600000.0,8,1,4.0,2,4,3.0,2,1,2.0
423151725,4,13.0,5.0,0.0,3139400.0,8,5,3.0,4,4,3.0,2,5,6.0
423149293,3,5.0,6.0,4339000.0,2000000.0,8,4,7.0,3,4,3.0,3,4,4.0
423147991,9,6.0,14.0,4347568.0,0.0,8,5,4.0,3,3,3.0,2,5,6.0
423147023,4,6.0,5.0,2500000.0,4618900.0,8,8,2.0,5,4,4.0,2,8,7.0
423146613,8,3.0,5.0,1000000.0,4549800.0,8,4,6.0,7,3,2.0,2,4,7.0
423145288,9,11.0,1.0,2400000.0,0.0,8,2,4.0,1,3,2.0,1,2,2.0
423144262,5,3.0,1.0,900000.0,0.0,4,1,4.0,3,3,2.0,2,1,4.0
423144166,4,9.0,5.0,6500000.0,5000000.0,8,8,5.0,7,6,1.0,3,8,8.0
423143655,9,12.0,1.0,2500000.0,0.0,8,4,3.0,6,6,5.0,3,4,5.0
423142339,2,9.0,1.0,10000000.0,0.0,8,8,4.0,8,5,2.0,3,8,8.0
423142262,10,11.0,1.0,1500000.0,0.0,8,1,5.0,2,4,3.0,2,1,2.0
423142117,7,6.0,1.0,4815000.0,0.0,8,8,3.0,7,4,1.0,3,8,5.0
423140635,4,3.0,1.0,4000000.0,0.0,8,7,3.0,4,5,2.0,5,7,7.0
423140102,8,9.0,1.0,1500000.0,0.0,8,1,4.0,2,3,2.0,2,1,3.0
423140055,2,12.0,1.0,0.0,0.0,1,1,3.0,5,4,1.0,2,1,5.0
423139598,9,11.0,1.0,3249500.0,0.0,8,5,3.0,1,3,4.0,1,5,4.0
423137786,4,6.0,1.0,3200000.0,0.0,8,5,3.0,5,3,4.0,1,5,7.0
423137638,2,3.0,1.0,3000000.0,0.0,8,5,3.0,4,4,1.0,1,5,5.0
423137304,2,3.0,1.0,1000000.0,0.0,5,1,4.0,3,4,5.0,2,1,2.0
423137165,4,3.0,1.0,1500000.0,0.0,8,2,3.0,3,4,1.0,2,2,4.0
423135490,1,9.0,5.0,4500000.0,5000000.0,8,8,5.0,7,3,1.0,2,8,6.0
423135236,5,9.0,13.0,4000000.0,0.0,8,3,5.0,1,1,4.0,1,3,4.0
423134833,9,3.0,5.0,2000000.0,5000000.0,8,8,1.0,4,4,1.0,1,8,8.0
423134477,7,5.0,1.0,8062900.0,0.0,8,8,4.0,7,7,4.0,3,8,8.0
423134209,4,5.0,14.0,3559000.0,2860000.0,8,8,3.0,3,3,1.0,2,8,8.0
423134063,10,6.0,1.0,3000000.0,0.0,8,2,5.0,5,3,5.0,2,2,4.0
423132278,7,3.0,1.0,2000000.0,0.0,8,2,4.0,3,4,4.0,2,2,2.0
423131941,5,3.0,1.0,5000000.0,0.0,8,8,1.0,3,3,5.0,2,8,3.0
423131495,9,3.0,1.0,3000000.0,0.0,8,2,5.0,3,3,3.0,2,2,3.0
423131058,10,13.0,7.0,0.0,1000000.0,5,2,2.0,8,3,3.0,3,2,3.0
423129634,8,6.0,1.0,3350000.0,0.0,8,4,4.0,4,4,3.0,3,4,7.0
423129464,2,11.0,1.0,1500000.0,0.0,8,1,5.0,2,3,4.0,2,1,2.0
423128473,8,14.0,1.0,2400000.0,0.0,8,2,4.0,1,3,1.0,4,2,5.0
423127687,7,7.0,1.0,2000000.0,0.0,8,2,4.0,4,3,3.0,3,2,4.0
423127325,5,11.0,1.0,500000.0,0.0,2,1,3.0,1,1,3.0,1,1,1.0
423126365,10,11.0,14.0,2000000.0,0.0,8,1,5.0,4,4,3.0,3,1,4.0
423126004,4,3.0,1.0,1000000.0,0.0,5,2,2.0,2,3,5.0,2,2,2.0
423125755,5,9.0,11.0,2000000.0,1000000.0,8,8,2.0,1,4,2.0,3,8,4.0
423125299,10,5.0,5.0,4354000.0,5304800.0,8,8,2.0,8,7,2.0,3,8,8.0
423123841,9,13.0,1.0,0.0,1000000.0,5,5,1.0,6,3,4.0,3,5,3.0
423123674,4,1.0,13.0,0.0,0.0,1,1,2.0,4,3,2.0,3,1,6.0
423123409,9,9.0,1.0,2500000.0,0.0,8,6,2.0,7,4,4.0,2,6,5.0
423122772,8,9.0,1.0,2000000.0,0.0,8,3,3.0,3,1,3.0,2,3,2.0
423122045,7,6.0,1.0,11000000.0,0.0,8,8,4.0,7,3,1.0,4,8,8.0
423121993,2,5.0,14.0,5000000.0,500000.0,8,7,4.0,4,4,3.0,3,7,6.0
423121700,3,14.0,1.0,40000000.0,0.0,8,8,1.0,8,7,2.0,4,8,8.0
423121563,9,12.0,13.0,4362000.0,1500000.0,8,8,2.0,5,3,2.0,3,8,6.0
423121499,6,5.0,5.0,5031500.0,4449000.0,8,8,5.0,4,3,3.0,5,8,8.0
423121148,4,13.0,14.0,0.0,650.0,1,1,2.0,1,3,1.0,2,1,2.0
423121054,2,6.0,14.0,1000000.0,2500000.0,8,6,3.0,1,1,5.0,1,6,3.0
423120933,5,6.0,1.0,26000000.0,0.0,8,8,4.0,7,8,2.0,4,8,8.0
423120770,7,3.0,1.0,2000000.0,0.0,8,1,7.0,4,3,3.0,1,1,2.0
423120608,4,11.0,1.0,1500000.0,0.0,8,3,2.0,5,3,1.0,2,3,4.0
423120602,8,13.0,1.0,0.0,0.0,1,1,4.0,3,3,1.0,2,1,2.0
423120539,10,5.0,14.0,6876400.0,10131609.0,8,8,4.0,8,8,5.0,5,8,8.0
423120534,7,9.0,1.0,2000000.0,0.0,8,3,3.0,4,4,3.0,3,3,5.0
423120443,8,10.0,1.0,7500000.0,0.0,8,8,5.0,4,6,5.0,3,8,8.0
423120384,8,6.0,1.0,15000000.0,0.0,8,8,3.0,6,6,5.0,4,8,8.0
423120325,5,10.0,6.0,3500000.0,8949000.0,8,8,2.0,6,6,5.0,3,8,8.0
423119886,8,11.0,1.0,2500000.0,0.0,8,2,4.0,4,3,2.0,3,2,4.0
423119793,8,11.0,11.0,3000000.0,1000000.0,8,5,4.0,4,5,4.0,2,5,6.0
423119777,9,9.0,1.0,5000000.0,0.0,8,8,3.0,1,3,5.0,3,8,7.0
423119718,2,9.0,9.0,3000000.0,2000000.0,8,6,4.0,7,4,3.0,5,6,8.0
423118997,5,13.0,9.0,0.0,5000000.0,8,8,3.0,3,3,1.0,2,8,7.0
423118969,5,5.0,1.0,4900000.0,0.0,8,8,2.0,5,4,1.0,2,8,7.0
423118668,2,12.0,1.0,1500000.0,0.0,8,1,4.0,1,3,5.0,2,1,3.0
423118531,6,13.0,9.0,0.0,2500000.0,8,4,3.0,4,4,4.0,3,4,1.0
423118211,4,3.0,1.0,1000000.0,0.0,5,2,2.0,2,3,5.0,2,2,2.0
423116773,2,6.0,1.0,3019869.0,0.0,8,5,3.0,1,3,5.0,1,5,3.0
423114808,3,14.0,1.0,1500000.0,0.0,8,1,6.0,2,1,2.0,3,1,2.0
423114614,8,6.0,5.0,3000000.0,4000000.0,8,7,5.0,1,3,3.0,2,7,8.0
423114522,8,11.0,1.0,1350000.0,0.0,7,1,3.0,1,3,2.0,2,1,1.0
423114461,10,3.0,1.0,2100000.0,0.0,8,8,1.0,2,3,1.0,3,8,6.0
423114083,6,11.0,1.0,1500000.0,0.0,8,1,4.0,1,3,5.0,2,1,1.0
423113322,8,13.0,5.0,0.0,5526600.0,8,6,5.0,7,3,5.0,2,6,7.0
423112578,2,11.0,7.0,3000000.0,250000.0,8,4,4.0,3,4,5.0,3,4,3.0
423112559,5,1.0,6.0,0.0,2877238.0,8,8,2.0,1,4,4.0,3,8,6.0
423112531,8,3.0,3.0,600.0,600.0,1,1,2.0,1,1,2.0,1,1,1.0
423111917,3,6.0,1.0,3500000.0,0.0,8,6,3.0,1,3,1.0,1,6,4.0
423111411,2,11.0,11.0,350000.0,350000.0,3,1,2.0,2,3,5.0,2,1,1.0
423111321,7,5.0,1.0,4055400.0,0.0,8,7,3.0,4,3,4.0,2,7,4.0
423111125,7,6.0,7.0,5045976.0,1000000.0,8,8,4.0,4,3,3.0,2,8,5.0
423110943,8,5.0,1.0,3581700.0,0.0,8,6,3.0,7,3,5.0,3,6,7.0
423110597,10,11.0,1.0,3000000.0,0.0,8,2,5.0,5,3,1.0,2,2,5.0
423110376,9,11.0,1.0,4000000.0,0.0,8,7,3.0,1,3,3.0,2,7,4.0
423110098,4,5.0,1.0,3968928.0,0.0,8,3,5.0,4,4,1.0,3,3,7.0
423110083,7,5.0,14.0,5265300.0,1800000.0,8,8,4.0,8,3,5.0,5,8,8.0
423109648,8,11.0,1.0,2000000.0,0.0,8,5,2.0,3,3,2.0,2,5,6.0
423109245,3,6.0,5.0,2485000.0,4411100.0,8,8,2.0,1,6,4.0,3,8,6.0
423107712,4,11.0,1.0,1500000.0,0.0,8,1,4.0,3,3,3.0,2,1,2.0
423107651,4,5.0,5.0,4456300.0,3223500.0,8,8,3.0,7,7,3.0,3,8,8.0
423107330,3,13.0,5.0,0.0,3909700.0,8,5,4.0,5,3,1.0,3,5,4.0
423106876,8,13.0,14.0,0.0,300000.0,1,1,3.0,1,4,2.0,1,1,1.0
423104815,4,11.0,5.0,1500000.0,3741500.0,8,7,4.0,4,3,4.0,3,7,7.0
423103973,9,5.0,5.0,3591200.0,3861000.0,8,8,2.0,4,4,5.0,1,8,8.0
423103670,2,13.0,5.0,0.0,1311433.0,7,3,2.0,7,6,3.0,3,3,6.0
423103302,4,5.0,7.0,5300700.0,1000000.0,8,8,3.0,3,7,3.0,2,8,8.0
423102831,4,13.0,5.0,0.0,3838400.0,8,5,4.0,4,3,4.0,2,5,6.0
423102769,9,3.0,14.0,2500000.0,0.0,8,2,5.0,3,4,5.0,2,2,4.0
423102461,7,5.0,5.0,4825700.0,4037400.0,8,8,3.0,1,3,2.0,2,8,5.0
423102343,4,6.0,5.0,3025000.0,8102600.0,8,8,4.0,5,4,1.0,4,8,8.0
423102332,5,11.0,1.0,1.0,0.0,1,1,4.0,1,3,1.0,2,1,2.0
423102014,2,6.0,1.0,3900000.0,0.0,8,7,3.0,4,3,3.0,3,7,6.0
423101940,9,11.0,1.0,1500000.0,0.0,8,1,6.0,1,3,1.0,3,1,1.0
423101853,8,14.0,12.0,4300000.0,0.0,8,4,5.0,1,6,1.0,1,4,8.0
423100920,6,11.0,1.0,2000000.0,0.0,8,1,5.0,4,3,3.0,3,1,2.0
423100917,3,6.0,1.0,2000000.0,0.0,8,3,3.0,7,1,4.0,3,3,3.0
423099799,2,6.0,1.0,16000000.0,0.0,8,8,3.0,5,3,4.0,2,8,6.0
423099637,4,3.0,3.0,2000000.0,1000000.0,8,5,3.0,3,3,2.0,2,5,4.0
423099523,2,6.0,6.0,2900000.0,2000000.0,8,6,4.0,1,3,5.0,2,6,4.0
423099160,4,11.0,1.0,2000000.0,0.0,8,3,3.0,4,3,4.0,2,3,3.0
423156568,4,11.0,1.0,2000000.0,0.0,8,3,3.0,4,3,4.0,2,3,3.0
423099089,7,6.0,14.0,4727000.0,600000.0,8,5,5.0,3,4,2.0,2,5,3.0
423098523,4,11.0,1.0,1000000.0,0.0,5,1,3.0,1,1,2.0,2,1,2.0
423098422,2,3.0,3.0,3000000.0,0.0,8,5,3.0,3,4,3.0,2,5,3.0
423098368,4,5.0,5.0,4618900.0,3909700.0,8,8,5.0,3,5,4.0,2,8,8.0
423098317,5,4.0,1.0,8000000.0,0.0,8,7,6.0,5,3,3.0,3,7,8.0
423098113,8,3.0,3.0,1000000.0,500000.0,8,2,3.0,2,3,3.0,1,2,2.0
423097481,3,5.0,1.0,4164808.0,0.0,8,3,6.0,5,4,4.0,3,3,5.0
423097474,2,9.0,1.0,2000000.0,0.0,8,2,4.0,1,1,1.0,2,2,3.0
423097403,3,9.0,1.0,600000.0,0.0,2,1,3.0,1,3,2.0,2,1,1.0
423097229,2,12.0,1.0,3603300.0,0.0,8,3,5.0,3,4,1.0,2,3,3.0
423097097,2,3.0,1.0,0.0,0.0,1,1,5.0,3,3,3.0,2,1,1.0
423097064,2,3.0,14.0,1000000.0,500000.0,8,1,4.0,3,4,1.0,1,1,2.0
423096465,9,9.0,7.0,1000000.0,500000.0,8,1,5.0,3,3,5.0,1,1,2.0
423096380,4,1.0,14.0,0.0,1500000.0,8,3,2.0,1,3,1.0,2,3,1.0
423095978,7,6.0,1.0,10000000.0,0.0,8,8,6.0,5,6,2.0,3,8,6.0
423095817,4,3.0,3.0,1500000.0,0.0,8,3,2.0,4,4,1.0,2,3,1.0
423095350,8,6.0,1.0,7203000.0,0.0,8,8,5.0,1,1,5.0,4,8,7.0
423094975,8,3.0,14.0,1000000.0,0.0,5,2,2.0,2,1,1.0,1,2,1.0
423094829,9,3.0,1.0,1500000.0,0.0,8,1,5.0,3,5,3.0,2,1,4.0
423094217,4,5.0,7.0,5341200.0,1500000.0,8,8,3.0,3,3,3.0,2,8,7.0
423094113,5,14.0,1.0,3000000.0,0.0,8,5,3.0,3,4,1.0,2,5,3.0
423093652,7,9.0,1.0,5000000.0,0.0,8,5,5.0,5,5,3.0,3,5,5.0
423093547,4,14.0,1.0,3000000.0,0.0,8,5,3.0,6,3,1.0,3,5,6.0
423093428,9,11.0,1.0,2000000.0,0.0,8,3,3.0,7,3,1.0,3,3,4.0
423093410,3,6.0,1.0,22700000.0,0.0,8,8,2.0,7,8,2.0,5,8,8.0
423092530,8,6.0,1.0,2500000.0,0.0,8,2,4.0,8,3,3.0,2,2,4.0
423090905,3,5.0,5.0,6400000.0,4600000.0,8,8,3.0,7,5,5.0,3,8,8.0
423089992,8,5.0,1.0,2622100.0,0.0,8,4,3.0,4,3,1.0,3,4,6.0
423088511,4,11.0,1.0,1000000.0,0.0,5,1,4.0,3,4,4.0,2,1,1.0
423088421,9,12.0,1.0,4688900.0,0.0,8,8,3.0,5,2,1.0,2,8,5.0
423087423,7,11.0,1.0,900000.0,0.0,4,1,3.0,2,4,1.0,3,1,2.0
423086827,5,6.0,1.0,4224639.0,0.0,8,5,4.0,5,4,1.0,3,5,3.0
423084484,7,6.0,1.0,5272000.0,0.0,8,5,5.0,1,3,3.0,3,5,3.0
423084029,4,5.0,5.0,4531700.0,3096000.0,8,8,3.0,3,3,2.0,2,8,7.0
423083977,10,5.0,5.0,4436100.0,3873300.0,8,8,3.0,4,3,3.0,2,8,8.0
423083966,7,11.0,1.0,2000000.0,1000000.0,8,5,3.0,2,3,4.0,1,5,3.0
423083587,9,9.0,1.0,1000000.0,0.0,5,1,5.0,2,3,5.0,1,1,2.0
423083209,9,3.0,1.0,500000.0,0.0,2,1,4.0,3,1,2.0,1,1,1.0
423082729,2,3.0,1.0,750000.0,0.0,3,1,2.0,2,3,4.0,2,1,2.0
423081972,2,11.0,1.0,2500000.0,0.0,8,2,5.0,3,4,3.0,2,2,3.0
423081667,8,11.0,1.0,2000000.0,0.0,8,2,4.0,2,3,1.0,1,2,3.0
423080934,6,11.0,7.0,1500000.0,500000.0,8,8,1.0,1,3,3.0,3,8,2.0
423080747,7,3.0,1.0,2000000.0,0.0,8,3,3.0,5,4,2.0,4,3,4.0
423080085,7,5.0,1.0,4416700.0,0.0,8,8,2.0,3,4,3.0,2,8,5.0
423078631,4,9.0,1.0,1800000.0,0.0,8,1,6.0,1,3,4.0,1,1,3.0
423078183,8,7.0,1.0,1500000.0,0.0,8,1,7.0,4,3,1.0,2,1,5.0
423076975,8,11.0,1.0,1500000.0,0.0,8,1,9.0,7,5,1.0,2,1,6.0
423076776,10,9.0,1.0,2120000.0,0.0,8,1,5.0,4,1,3.0,2,1,3.0
423076531,7,6.0,5.0,4768000.0,4300400.0,8,8,5.0,4,4,3.0,2,8,6.0
423076174,9,6.0,1.0,8520000.0,0.0,8,8,5.0,4,4,3.0,3,8,8.0
423075698,2,9.0,7.0,3500000.0,1500000.0,8,6,4.0,3,4,1.0,2,6,6.0
423075634,4,9.0,1.0,2000000.0,0.0,8,1,6.0,1,1,1.0,2,1,1.0
423075414,5,6.0,1.0,2600000.0,0.0,8,4,3.0,4,3,2.0,2,4,4.0
423074911,4,7.0,1.0,1500000.0,0.0,8,2,3.0,1,3,4.0,1,2,2.0
423074880,9,11.0,1.0,3500000.0,0.0,8,2,6.0,1,3,3.0,2,2,4.0
423074598,7,14.0,5.0,1000000.0,4356000.0,8,7,4.0,6,3,2.0,3,7,6.0
423073501,7,6.0,1.0,11000000.0,0.0,8,8,1.0,3,3,3.0,1,8,4.0
423072741,8,6.0,1.0,5080000.0,0.0,8,8,3.0,4,3,5.0,3,8,8.0
423072676,10,6.0,1.0,3541082.0,0.0,8,3,5.0,3,3,3.0,2,3,3.0
423072673,9,6.0,1.0,10014542.0,0.0,8,8,3.0,5,4,1.0,3,8,6.0
423072134,8,3.0,1.0,2000000.0,0.0,8,5,2.0,2,3,1.0,2,5,3.0
423072005,4,11.0,14.0,1000000.0,3495100.0,8,8,3.0,5,3,2.0,1,8,3.0
423071688,3,12.0,1.0,0.0,0.0,1,1,4.0,7,4,1.0,2,1,5.0
423071167,9,5.0,1.0,2785700.0,0.0,8,7,2.0,1,3,3.0,2,7,5.0
423070843,4,12.0,1.0,1000000.0,0.0,5,1,4.0,2,3,1.0,2,1,3.0
423070794,9,14.0,14.0,3700000.0,0.0,8,4,4.0,1,3,1.0,1,4,6.0
423069930,3,14.0,1.0,3500000.0,0.0,8,4,4.0,1,3,3.0,4,4,3.0
423069254,4,11.0,1.0,2144752.0,0.0,8,2,4.0,1,3,2.0,1,2,3.0
423069219,6,7.0,1.0,1728000.0,0.0,8,1,4.0,1,3,2.0,3,1,1.0
423068804,7,6.0,1.0,4000000.0,0.0,8,8,2.0,4,3,1.0,2,8,6.0
423068614,2,5.0,1.0,5532500.0,0.0,8,7,4.0,1,7,3.0,2,7,6.0
423068478,9,14.0,14.0,3675000.0,350000.0,8,5,4.0,4,4,2.0,2,5,4.0
423067802,6,3.0,3.0,2000000.0,0.0,8,2,4.0,2,1,2.0,2,2,1.0
423067207,1,6.0,14.0,2668999.0,1050000.0,8,6,3.0,1,3,5.0,2,6,3.0
423067176,4,3.0,5.0,1000000.0,5542800.0,8,8,3.0,7,4,1.0,1,8,7.0
423066843,9,11.0,1.0,4000000.0,0.0,8,8,2.0,7,3,4.0,3,8,7.0
423066808,7,6.0,1.0,6650000.0,0.0,8,6,6.0,4,6,2.0,3,6,5.0
423066632,4,3.0,1.0,1500000.0,0.0,8,2,3.0,4,4,4.0,2,2,3.0
423066301,7,5.0,5.0,5000000.0,4000000.0,8,8,1.0,7,6,3.0,3,8,8.0
423065984,1,7.0,1.0,2300000.0,0.0,8,3,3.0,1,3,1.0,2,3,2.0
423065804,4,11.0,1.0,2000000.0,0.0,8,2,4.0,1,3,4.0,2,2,2.0
423065740,4,3.0,1.0,500000.0,0.0,2,1,5.0,3,4,3.0,2,1,2.0
423065568,1,9.0,10.0,1500000.0,500000.0,8,2,4.0,3,4,2.0,2,2,2.0
423064205,3,5.0,1.0,6480000.0,0.0,8,7,5.0,1,3,4.0,1,7,4.0
423061640,1,6.0,5.0,3659320.0,7900207.0,8,8,2.0,8,6,4.0,4,8,5.0
423060483,1,11.0,1.0,1000000.0,0.0,5,2,2.0,1,3,5.0,3,2,2.0
423060344,10,3.0,1.0,2000000.0,0.0,8,1,5.0,2,3,4.0,2,1,2.0
423059979,5,9.0,1.0,2000000.0,0.0,8,5,2.0,4,4,3.0,2,5,7.0
423059951,4,13.0,7.0,0.0,1000000.0,5,2,2.0,1,3,1.0,2,2,1.0
423059571,9,3.0,1.0,3000000.0,0.0,8,8,2.0,3,3,1.0,3,8,4.0
423058647,5,10.0,5.0,1000000.0,4000000.0,8,5,5.0,5,4,5.0,2,5,8.0
423058606,7,11.0,1.0,1500000.0,0.0,8,3,2.0,1,1,1.0,2,3,1.0
423058400,4,5.0,1.0,3924410.0,0.0,8,5,4.0,1,4,2.0,2,5,6.0
423056884,2,3.0,1.0,3500000.0,0.0,8,4,4.0,3,3,1.0,2,4,3.0
423056879,2,5.0,1.0,4436100.0,0.0,8,4,5.0,7,4,2.0,3,4,6.0
423056855,2,9.0,6.0,3000000.0,13757572.0,8,8,5.0,1,1,3.0,3,8,8.0
423056764,7,14.0,1.0,1500000.0,0.0,8,2,3.0,5,4,4.0,1,2,2.0
423056412,4,12.0,5.0,600000.0,6081300.0,8,8,4.0,7,3,2.0,3,8,7.0
423056362,5,6.0,5.0,4934060.0,4236500.0,8,6,8.0,4,3,3.0,2,6,8.0
423054644,5,3.0,1.0,1000000.0,0.0,5,1,3.0,3,4,3.0,2,1,3.0
423053148,7,12.0,1.0,4507500.0,0.0,8,8,3.0,7,3,2.0,3,8,7.0
423053137,10,3.0,1.0,2000000.0,0.0,8,3,3.0,2,4,3.0,2,3,4.0
423052855,4,11.0,1.0,1200000.0,0.0,6,1,4.0,1,3,3.0,1,1,1.0
423052551,2,13.0,13.0,0.0,0.0,1,1,3.0,1,1,2.0,2,1,1.0
423052344,8,9.0,1.0,4500000.0,0.0,8,8,2.0,5,1,4.0,4,8,8.0
423051776,10,6.0,1.0,3000000.0,0.0,8,2,6.0,7,3,3.0,2,2,4.0
423051523,3,11.0,1.0,1500000.0,0.0,8,1,6.0,1,4,1.0,4,1,2.0
